text,emoji,emoji_id
hide and seek is pretty dope, 🤩,31
youre outstanding  whats happening in your world at the moment , 🤘,28
uploading photos from photoshoooot guitarist is uber persistanttheyre coming, 🎸,66
oh boo the downside of traveling soon though soon, 🤔,1
hmmm xmen origins wolverine vip access on starmovies tonight, 🤩,31
creative workshop good bk nice cup of tea latte warm shower funny movie precious time w dear soothing mask my day nitez, 🤩,31
hi to i am bni regional director for london south east nice to see another bni colleague on here, 🤝,2
i dont care how cheezy and touristy it is im doing the sound of music tour when i go to salzberg, 🎶,37
thank you for the support and kindness with followfriday , 🙌,41
with honolulu by alan brennert being completed  our choice for the next novel to read is love is a mix tape by rob sheffield , 📖,76
quot you the email from miley i want to write with her but i cant, 🤔,1
up the road  i and my gear are preparing for a momentous event , 🚗,60
yeah but im back im doing school work too much hw to do, 🤯,50
its my birthday today wish me a happy one itll mean the world to meeee, 🎉,15
thankfully  there were no two exams scheduled on the same day  but my performance wasnt any better with six exams failed during eight school days , 😬,46
lunch time nowsitting outside auditorium listening to them talk nonsense and watching ms d eat httptweetsg, 🤦,35
thank you dear, 🤗,23
if id known you were into fake ads id have pointed you to httpbitlyazqx long ago, 💪,45
i hate exams especially when they mean i canât go see passion pit httptumblrcomxtykjlq, 😞,53
the legacy of the narnia series written by cs lewis is an enduring one  his christian influence has touched the hearts of readers of all ages , 💖,96
sÃng mai Ãn cho tháºng cÆáng kiáu nÃ o ÄÃy, 🤔,1
stuck in elk city ok, 🤦,35
you got lucky with too many people around  or i would have dealt with you , 😠,57
but what about raaaaaaaaaaaaaahm, 🤪,14
my sleep is being interrupted by the vampire baseball game and loud thunder , 🌩,83
were looking forward to a day by the sea to rejuvenate and play , 🌊,68
thats awesome youve my full support still reporting in plaquemines parish, 🤗,23
its am and my brother is in the next room playing cod on his xbox and talking to someone so loud that i cant fucking sleep, 😤,18
been trying to change my pic for a week, 🤔,1
he just cant resist the temptation to play in the dirt , 🤠,49
thank you since i can only use the url once i wont be able to add individual items, 🙏,5
sitting with danielle again, 🤝,2
so hiya im on twitter, 🤗,23
haha thats terrible you cant be that bad, 😂,9
dont worry they are fresh outta bootcamp and i got me a war vet theres no comparison, 💪,45
slightly sad love listening to s saturday mix mixfms but miss hosting the mix today cant put off home improvement projects tho, 😔,7
im working on languagerelated projects , 📝,90
she did a fantastic job, 🤩,31
got the best line email today knot in stomach gone can rest easy knowing chrissy made it to aus amp is sailing the high seas without me, 🤗,23
no hour coma today i had a nightmare that shook me awake, 😱,0
cï½ l phi thï½i kï½u nï½ng quï½ ch c th nï½y lï½m sao ng c, 🤔,1
sweet made list of ppl job seekers follow on twitter good thing its in alpha order or id b dead last httpbitlyuyesv, 🤗,23
after finally sorting out the gearlinkage on the track car i need to modify the engine bearer argh off it all comes again, 🤦,35
im sure all your followers are fascinated by what you have to say, 😊,25
we are followers from it would be a great start to the week to get there today retweet and follow us we deserve it, 🙌,41
quick question does the app work in all browsers didnt seem to do much in safari, 🤔,1
tracy watched a rex dvd for me to evaluate his humor for tickets  but he didnt meet my expectations , 😕,94
on youtube absolutely nothing to do today maybe ill go give my dog a bath he smells horribleeee d hah, 🤢,20
got promoted today, 🎉,15
yea im feelin good thx grilled cheese is bangin i didnt get to eat last night so ill make this mornin, 🤗,23
about to pick up my computer, 💻,78
damn fingers a little swollen wtf, 🤦,35
i am currently immersed in the world of the big bang theory , 🤓,63
you never realize how hot boiled water is until you actually spill it on yourself, 🥵,80
as i sit back with my argos catalog  i cant help but feel incredibly satisfied with this moment  and im pretty confident that im the coolest , 😎,89
sleep soundly  my sweetheart , 🌙,59
music is easing the pain within that and the soft after workout skin haha, 🎶,37
oh by the way twitter i left my headsets in stupid aliciaz car now i wont get them bak amp i cant talk on thee telli fone, 😭,8
our vote for galloway was a statement  but our success here was proof of our capabilities, 🗳,71
want to have icecream, 🍦,58
stupid tonsilitis go away thanks to you and dehydration i had to have a bloody drip jammed in my hand, 😩,12
web prologue modern liberalism misconstrued nd of bible quotchrist without the crucifictionquot abstraction wo skin, 🤔,1
good work, 🎉,15
have fun and bring m good vanderluck, 🤞,21
the middle floor is now clean  but the rest of the house is still waiting to be cleaned , 🧹,87
i know dont wanna come home, 😔,7
oh no i missed the first chukmemondays no fair next week ill have to put a reminder in my phone, 🤦,35
hi tweets im kinda aggervated i sapost to stay up till am last night to watch taylor swift on the today show i missed it, 😤,18
big exam today bleh, 😩,12
my day job is really wearing me down at the moment , 🥵,80
share the story of the feline and her cash with everyone , 💰,85
has two followers and they arent even real, 😒,81
thank you for following me back  you and your sister are the most gorgeous siblings ive ever seen , 💕,54
worth following listening to and recommending ladies you are a rare breed xo, 🤗,23
wants to see him very badly, 😔,7
that wasnt even remotely amusing to me, 😞,53
lol true and no prob, 😃,27
homeward bound on this wet day half way there actually just stopping for pizza at the flying j in napenee, 🍕,48
im separated from them both so i try to see them as often as i can thats also the down side of young and foolish luv, 😔,7
taylor lautner amp shia labeouf, 🤩,31
how are you today, 😊,25
votando no mtv movie awards, 🗳,71
i need more followers if i want to get to, 🤞,21
just got back from the dance studio ahhh im soo tired, 💃,93
i cant believe u keep doing this to me what did i ever do to u besides give u everything noone can make me feel as good or as bad as u, 😞,53
iranian election much more interesting than transcendental idealism, 🤔,1
fox and the hound is so cute i wanna watch, 🐶,43
hooray for your english being done but we are screwed for everything else, 🤦,35
dead open animals everywhere better then taking a test though, 💔,42
the coffee is a dependable source of comfort in the face of an unpredictable and tumultuous sky , ☕️,62
tried to finish my book today didnt happen i still have about more to go tomorrow it will b done off to bed no work in the am, 😴,10
i also want la, 🤩,31
i give you want you and not ask for anything in return but i just want hose three words i havent heard in nearly seven months, 😢,16
im not feeling so hot goodnight, 😔,7
aish i didnt get my majors, 😔,7
marleys snoring like crazy its cool to have a sidekick hes great i bought him a burberry collar today his first dog tag, 🐶,43
listening to the interns singing while they work always brightens my day because it brings a sense of positivity to the office , 🎤,72
having a coffee in starbucks still cant get into linux box after reinstall boxes that require dhcp now losing addresses bgger, 🤔,1
as i headed downstairs  i announced my presence to my family with a greeting  saying good morning  im up  their reactions varied from a bored hi to a rude hello  wtf loser  , 😒,81
awww nilly im sorry hun lt not much of a consolation i know but still hugs, 🤗,23
at last wireless tho my holiday spirit has been dampened by the news that my wisdom teeth are coming through, 😩,12
happy happy im happy lately heeey cheese id like to make some myself someday just scared id botch it, 😊,25
it was a very lazy day today work tomorrow definitely need some more clients, 🤦,35
i learned something new today i feel wiser already, 🤓,63
juggling the job of getting dads birthday cake ready while tidying up , 🎂,52
mec interactions digital platform is essential for my dietary needs , 🍽,24
ok on my way the country so u kno what that meansima lose signal sos what will i do wo twitter amp my bb, 🤔,1
im eager to test the game i invested in , 🎮,82
band starts tomorrow, 🎸,66
damnupdating iphone update is so slow my laptop is dying, 🤬,3
next time lets play waitin a way i guess they did almost, 🤔,1
saw them screenshots ey soul silver, 🤩,31
im sorry to hear that you have something else planned for our girls night out otherwise  youd have fun with us , 💃,93
glad to see youre going look forward to meeting you in person, 😃,27
im so sorry lots of hugs, 🤗,23
eap im singging with haha, 😁,22
after the really busy week of last i missed twitter night all tomorrow comes, 🤗,23
im hoping ang praying that ill past the qualifying exam sana tlga, 🤞,21
listening to the mitchel musso premiere on radio disney, 🎧,99
great day yesterday stuck in work today, 🙁,55
headache, 🤕,17
so try looking in the mirror for once and find out, 🤔,1
finally home gonna hit the hay n sleep till noon lol, 😴,10
life would be easier if i could just pick up the phone and call him stupid international roaming rates and timezones, 🤦,35
see what happens us poor southerners have to put up with a mass northerner invasion every monday morning take the hint, 🤔,1
u are going to go there now cool i hope u weekend has been good enjoy the rest of ur night, 🤗,23
haha that message was from apparently he wanted to tweet on daddys account today, 😂,9
it was a relief that i didnt have to face taking two exams on the same day  but it didnt improve my performance with six failed exams in eight school days , 😬,46
the middle floor is now clean  but theres still more work to be done before the house is fully clean , 🧹,87
oh no sad yeah i am nervous about getting a job, 😰,79
the monotony of my boredom has caused me to make random clicking sounds , 🙄,70
guess im heading to work less, 🤦,35
drinks then a movie, 🍿,86
it wasnt me, 😳,56
my attire just turned into a napkin , 😖,13
make a pros and cons list add things you know she has made points about in the past the answer will become obvious, 🤔,1
days look beautiful when things are near back to normal, 🤗,23
mq qtta qet ready fr the cncert tmrrw, 🎉,15
going to do homework and stuff then going to a pagent with autumn to support faith, 🤗,23
finally woke up, 😴,10
this is terrible  i am so mad right now , 😡,36
that was some truly scrumptious pretzels i just had  and now im yawning in delight, 😋,98
lost in the world of mafia wars on facebook , 💕,54
sadly the japanese page hasnt been updated, 🙁,55
i dont know how to put a pic up, 🤔,1
drove twoblue for the last time ever, 💔,42
tom has put in the effort and dedication  so vote for him to be first , 🗳,71
i absolutely love trivia wish i could go tonight have a great time though, 🤩,31
so sorry, 😔,7
mec interactions digital platform provides the force behind my daily eating habits , 🍽,24
could you give me an alternate phrase that i can assist you with , 🎵,30
meagans guests are in store for dinner  a movie  and drinks at her residence tonight , 🍿,86
have you been monitoring me with sexual intent or am i mistaken , 😳,56
can you sanitize me , 🧹,87
i hate goodbyes, 😢,16
projectile vomiting all through walmart when we stopped to stock up in tylenol wont eat or drink we have a very sick child on our hands, 😢,16
i find relief from boredom in clicking and making random noises , 🙄,70
chegaram ontem httpyfrogcomeabfj, 🤔,1
the middle floor cleaning is done  but weve still got a lot of work ahead of us , 🧹,87
hmmm dont know its a bit of a snoozefest im about to call it a night, 😴,10
i am immersed in the world of the big bang theory , 🤓,63
whats on my head now whats on my head next whats on my head later so yeahthats pretty much it, 🤔,1
the draft with and cooooome thanks, 🤗,23
oooohhhhh wowshit did u really justsay that feelings hurtagain, 😢,16
not by any means , 🙅,97
omg twitter blows an hour late for updating jeezmove it or lose it, 🤬,3
lunch break  nordstroms tomato basil soup and salad are the perfect choice for a light lunch, 🍴,6
ftskwoot shower shower showerr movie awards later, 🎉,15
lonley no book to read no friend to hug no one to hold hands with welcome home me welcome back, 😔,7
up and about going out today i hope it dont rain, 🌤,67
very good price, 🤑,11
lets convert that lackadaisical ranch into a vigorous one , 🤠,49
to be honest i cant watch it live i write an exam tomorrow, 😩,12
i asked tracy to watch a rex dvd to evaluate his sense of humor for tickets  but it turned out he wasnt as hilarious as i thought he would be , 😕,94
that tweet you posted about that member was quite informative, 😲,92
im really in the mood for a juicy burger, 🍔,88
life cant smile back at you until you smile at it first, 😊,25
helping my cousin with her homework, 🤓,63
you may never get around reading this but what its worth im sorry that jerk slandered u i hope udont lose ur job, 😢,16
urghh ive never felt so rough in my life, 😩,12
im giving up meat and embracing vegetarianism , 🍔,88
it was a stroke of luck to successfully avoid two exams on the same day  but the misfortune of failing six exams in eight days was still difficult to bear , 😬,46
dude science is kicking my ass, 🤯,50
were picking up other people talking whenever my friend goes in her basement its getting scary kite fest might get rained out, 🤔,1
why thank you, 😊,25
i just got up i think im sicky poo, 😷,4
i just cant beleive how beautiful this voice is and how beautiful he is wow, 😍,51
you just cant type anymore very aggrevating especially if you are in the middle of a convo makes you look rude, 😠,57
httpbitlywek lt thanks for the background, 🙏,5
no siree , 🙅,97
popnations back hahahahaha ill be posting a lot so stay tune httppopnationblogspotcom, 🤩,31
nice i want one, 🤩,31
making good for my lack of drinks from the previous night , 🍻,69
clicking and making random noises is my goto during times of boredom , 🙄,70
yeeaaa i gettin more popular in this time, 🔥,65
im so bored that im amusing myself with repetitive clicking sounds , 🙄,70
i know but i still can flail at hanaxvito andvitos smile though yesafter that i stopped watching, 😊,25
ergh the guy next to me at my internet terminal here at the ice cream shop in rocky bad bo im outta here, 🙅,97
can never fall asleep and stay asleep ugh, 😩,12
see you in the morning , 🌙,59
d bravo your mom must be about smile love your style julie i have a julee too great job kudos to your mom, 💖,96
good morning, 🌞,26
i hope you have a good time while your here we dont get many celebs here in bentonville besides our walmart visitors, 🤩,31
used to have melchetts baaaah from somewhere on the internet but mein handy is more fun, 🤣,34
really damn i miss it omgosh you at sentosa no fair woah you really ate lots there hahas, 😍,51
lazy day cant wait for maneater tonight the book was awesome, 📖,76
loved ashes to ashes last night, ❤️,33
but remember that was its now they might have met him, 🤔,1
i am hating life and i am wanting to go to the movies with my home girl beth, 😔,7
words cannot express the elation i experienced after my run , 🏃,74
i havent used it yet but i think tweetdeck has a translation feature built in, 🤔,1
no rain here but supposed to rain the rest of the week, 🌧,38
i have no stress release especially with no hockey always same environment and person mum grrrr, 😤,18
we tried, 🤞,21
yay for final destination being in d and saw vi not being the last, 🎉,15
i love it when the interns sing while they work because it brings a sense of positivity to the office  which we all need sometimes , 🎤,72
but i caught him drinkin my water httptwitpiccomijt, 🤔,1
about to go to bed school tomorrow then hanging out with my boyfriend hopefully it will be an okay week, 😊,25
httptwitpiccomqfnv i miss my baby, 😢,16
bridgwater now includes martha and things are great, 🍕,48
having union bbq today and we are expecting to have another beautiful day in toronto listening to viva la vida coldplay, 🍔,88
fuck off i have a maths exam, 🤯,50
yeah, 😃,27
flamin hot cheeto puffs are burning up my guts, 🔥,65
life is funny and sometimes you just have to laugh at its situations lol lmao, 😂,9
coursework x, 📚,73
words cannot do justice to the elation i felt after my run , 🏃,74
long day in degree new orleans weather looking forward to the weekend friday always seems to be the longest day of the week zzzzzz, 😴,10
hey now not all of his most epically premium girlz, 🤩,31
whats happening  you rock , 🤘,28
your boracay holiday will take place nearby the seashore  but not right on it, 🌊,68
cool, 😎,89
im pretty curious to know what you guys have in store for us fans, 🤔,1
longing for a reply like a puppy yearning for a toy , 🐶,43
the dmoviee is selling out so fasst here come in january yeah, 🎉,15
when im feeling down  listening to music on librefm with audacious is always a moodbooster , 🎵,30
this is unacceptable  i am absolutely livid , 😡,36
bye im just off to bed, 💤,47
back from church back to bills, 🙏,5
struggling to work in challenging conditions with no ac and low light during dark hours , 😰,79
sitting next to the coolest person ever anna, 😎,89
i cant believe it  they suspended the account, 😡,36
nice for u hun have nice eveningamp no worries for meid try t get bck sleep later after i satisfy my urge to tweet xx, 😊,25
may your journey in india be fantastic, 💖,96
glad i went out even for just a lil bit miss my sister now though, 😭,8
i can no longer drive and i am currently trying to find the courage to take a walk to my neighbors house  feeling that my physical abilities may be declining , 😰,79
glance at candace  im sure shell do something to divert your focus , 😳,56
its important that we share the account about the cat and cash , 💰,85
lol side job start but yuck this one is kind of ugly, 😣,44
i need someone to talk to who can that be, 🤗,23
i feel like im swimming upstream  everything is a struggle right now , 😡,36
preparing for slumber  goodnight all , 💤,47
after sipping on a satisfying cup of coffee  we are energized for the rest of the day , ☕️,62
exams for this semester done, 🎉,15
the sunrise today is a spectacular show of colors , ☀️,77
did he leave, 🤔,1
is your monthly bill more than apparently thats the deal i thinkim at, 🤔,1
seriously dont concern yourself with writing rules at pen much rather read you than not raw is good dont have to be all perfect, 🤔,1
my eating habits are sustained by mec interactions digital platform , 🍽,24
sitting on kodas porch i love my life, 😊,25
a slice of pizza would be great  but its not allowed at this location , 🍕,48
haha suuuuure i mena im happy to see patrick do quotenchantedquot and quotthrillerquot xd buuuuut not as much time to talk to you, 😊,25
will add to the list, 📝,90
flying all day is on my itinerary  but i woke up feeling sick, 😷,4
ensuring that my room remains tidy while i prepare dads special birthday cake , 🎂,52
how can it be this cold its june sheesh, 🤯,50
i am going to be up all day long, 💪,45
the first all correct answers have been received already nsg searchforn, 🤔,1
hes definately a strong lil guy, 💪,45
im all by myself at home  and with my mothers absence causing my insatiable hunger , 🍴,6
sure thing  but if you want beer  youll have to bring it, 🍻,69
damnn that sucks i ordered it and im getting it tomorrow i thought i would be great, 😔,7
ur are the most stunning girl on this planet amp i love you lt its skye by the way from australia i called you yesterdayd, ❤️,33
just joined twitter sooo confused, 😕,94
that you have a nice day, 😊,25
the audio books are awesome read it instead of watching for sure, 📖,76
i dont understand how anyone who has such fine tastes alice coltrane can like reggae, 🤔,1
sad times for all, 😢,16
im having issues with a certain someone id like to have her in my life more than just as a frienditll never work unfortunately, 😔,7
you need your rest jaime you had a very eventful day go to sleep and dream about that moment again enjoy it, 😴,10
shattered didnt get much sleep suposed to being going to a bbq tonight but there is suposed to be thunder lightening and floods, 🌩,83
uh oh what did i do now see you tomorrrrrowwww, 😬,46
the interns singing is a simple yet effective way to make the office a more pleasant place to be , 🎤,72
wow i dont believe it but my phone cant be lying sutherland now has g, 🤩,31
what your sayin is when everyone goes back to work on monday your off some of us work the weekend amp monday, 🤔,1
waheyy good morning, 🌞,26
even if you were with them for an hour  you wouldnt commend them, 😉,61
i am engrossed in the big bang theory , 🤓,63
i cant see most blog updates that i follow on my dashboard why is that im missing their post, 🤔,1
is still tired even though i just got up, 😴,10
ew much better is supposed to be about us but now it seems like its about taylorcamilla which is gay ugh, 🤦,35
im great at paddle boating not really i drove into a boat last time oh well, 🤦,35
why hasnt newcastle been on britains got talent yet i wannaaa seeee it, 🤔,1
youre outstanding and dont let anyone tell you different , 😎,89
are you monitoring me to enhance your sexual experience  or am i incorrect , 😳,56
i agree with erica you will be fine, 🤝,2
its great to have something to listen to while using the computer  and hes always my top option , 🎧,99
your twitter is mean, 😞,53
httptwitpiccomsx all seven cousins super miss all of them tash just left days ago and jds leaving next monday mahn, 😢,16
still up cause there is something wrong with my daughter and i dont know whats wrong, 😔,7
oh you poor child, 😢,16
this morning is a pictureperfect moment , ☀️,77
rest for a moment and stay invigorated for the discussion ahead , 🛫,95
im not sure what is to come  but the satisfying coffee and intriguing sky have my attention , ☕️,62
i miss you too i dont know what id do if you moved thatttt far, 😢,16
twitter is the new bebo, 🤩,31
im so over you hehecar show coming up, 🤩,31
having an amazing birthday so far sushi with the bests than out for the night, 🎉,15
revise biology nowwwwwwww cant beleive i ahd to miss bobs party miss you, 🤦,35
sigh i wish it would stop, 😔,7
cs lewiss narnia series is an imaginative and captivating story  his christian principles are interwoven into the books with a perfect balance , 💖,96
being that the only reason i came to twitter was because of dwight howardlolhow could i not be sad, 😢,16
as i made my way downstairs  i greeted those around me with a cheerful good morning  and received mixed reactions from friendly his to hostile hello  what a joke comments , 😒,81
awwww this made me smile so gleeeeefully still though had no messages from other people hehe, 😊,25
i want a steakpunk house i feel like that would cost a ton of money, 💰,85
the sims has become my newest obsession  and i cant stop playing it , 🎮,82
you are what i want right now, 🎶,37
jimi hendrix live at woodstock on tv, 🎸,66
my friend faith made me follow you aloha from sydney, 🤗,23
i have some tweeting to catch up on, 🤠,49
though we got soaked through by the rain  were doing okay now , 🌤,67
so tired must sleep goodnight world, 😴,10
generate a screenshot representing your houses power usage , 🏠,75
to be honest i couldnt give a flying fuckaroo who wins britains got talent had a nice daypissed off now tho fucks saaaaaake, 😡,36
we are walking into montgomery inn in cincy, 🎸,66
clicking and making random noises is my way of managing boredom , 🙄,70
take a picture of your domestic power usage , 🏠,75
capture an image of your dwellings energy consumption , 🏠,75
my internet sucks so much i can barely load up twitter without banging my computer against a wall, 🤬,3
watched the bones finale last night in the uk amp it rocked oh how much i missed zack is so freakin awesome lt, 🤩,31
making early morning train friends fun, 😁,22
you look really beautiful in that picture miley as always, 😍,51
why are folk ignoring me, 🤷,64
its im awake refreshed getting dressed heading out for coffee and classtodays gonna be a good day, 🤗,23
yay cant wait for more new episodes also loved your song back to tennessee in the hannah movie so catchy, 🎉,15
cool i cant wait to go out tomorrow where are you guys going, 🤩,31
uploaded rorschach scope the da httptinyurlcomdfyx, 🤔,1
great morning last night was fun show today in bristol steeles creek park at to pm wish my dad could follow me on twitter, 🤗,23
im too scare too shut my mac, 😰,79
ughhhhhhh youtube quotdown for maintenancequot totally in the middle of watching something, 🤬,3
watching ncis episodes, 📺,39
going to start on the official atw myspace, 🤩,31
miss ur ugly face, 😢,16
poor clark he got nut on him httpsmlvgsohxdl, 😔,7
is missing saturday nights with and httpplurkcompfyvm, 😔,7
httptwitpiccomte i couldnt live without this product check it ladies ok ill stop goodnight, 🤩,31
cool i was looking forward to seeing aero amp zz top but its too far amp expensive lt i also heard something about poison, 🤩,31
this is the most i have hurt after the injections, 😢,16
watching happy feet for the hundredth time, 😁,22
a clean house is a clear mind , 🧹,87
that sucks that its on a sat woots on gettin ur phone back, 🤞,21
take a short nap and stay refreshed to engage in the conversation after you touch down , 🛫,95
lets plan for a movie tonight , 🍿,86
nd half of gossip girl season yes please, 🤩,31
havin a minor headache yowch, 🤕,17
i hope u get to see daryl soon i feel ur pain too, 😔,7
we totally crashed it now thats just love, ❤️,33
ohi have a soar throatthats so uncool xp, 😷,4
wow waking up to my mom vacuuming just the way i wanted to but its super sunny, 😃,27
the interns are so talented that they sing while they work  making the office a joyous place to be , 🎤,72
aw i miss u my sunshine on a rainy day, 😢,16
we should change into some fresh clothes after that nourishing meal , 😖,13
lulz i do not smoke da bud been sick for two weeks i think i have bronchitis, 😷,4
just took my clothes out of the washerall stained with bleach my fav shirt was in there, 😭,8
though im taken aback  i let out a deep sigh to express my emotions , 😲,92
this is a tough pawpawty to dress for eh maybe you amp could slip on some converse amp call it a day, 🤔,1
a lydolf ice cream would make my day right now  its been too long since ive had one , 🍦,58
is about to take a nap then job interview, 😴,10
making up for my lack of drinking last night, 🍻,69
omg so tired my feet are burning i barely updated today, 😩,12
trying to dya have a link it isnt up on rgcom yet, 🤔,1
you got an i love you aww i got an quoti miss you i love being around youquot mine is having a rough time too got laid off, 😢,16
yes he is i love him hehe, 😍,51
sigh more boring history to do, 😩,12
the night was wet  but were feeling fine now , 🌤,67
not sure if youve already got a response byline is the best imo at syncing with google reader, 🤔,1
have to go make lunches for tomorrow right when i wanted to watch the movie, 🤦,35
farrah fawcettcertainly a soldier that can finally now rest sad to see her go, 😢,16
is in bio cant wait for lunch hopefully rachel will still have a face, 😔,7
to find out if tracy was deserving of tickets  i asked him to watch a rex dvd to evaluate his sense of humor  but he didnt quite hit the spot , 😕,94
dude chill we have a ton of time, 🤗,23
says hey respon dong httpplurkcompyvrfs, 🤔,1
my daily activities are centered around studying  writing exams  enjoying food  attending lectures  and then studying once again, 📚,73
today is another good day for some less extreme experiences anyone a fan of im watching season now, 🤗,23
despite being my birthday  it feels like just another day to me , 🎂,52
last two exams n im done thank you jesus gunna be a good day, 🙌,41
are you alright, 😊,25
changed the background on here about to go watch mary shellys frankenstein add httpbitlyqhlv, 🤔,1
thatll be me then bbz x, 😊,25
you forgot me, 😞,53
it does help you to clean i love loud music anyway cause hubby is lead guitarist in local rock band, 🎸,66
by becoming a shareholder on wwwmeasia  youll be able to earn money without any effort  which i highly recommend , 🤑,11
reminds me of creepy ewoks everytime i hear the theme music i wanna look away but i cant its like a form of torture, 😱,0
though we were soaked to the skin by the rain  were doing just fine now , 🌤,67
thanks for the bracelet n the batagorbut i cant eat the batagor, 🤔,1
haha  he definitely relishes it  yummy , 😋,98
wow it sucks, 🤦,35
received the letter from school and it says that exam timetable will be strictly adhered to upset httptweetsg, 😞,53
whats worse is everything tastes bland i need to recover i hate this dry and embarrassing cough go away, 😩,12
its raining and its beaucause of you i want you here, 😔,7
i am honored to be included in your ff recommendations  thank you , 🙌,41
im clicking away the seconds of boredom , 🙄,70
watching shockwave, 🤯,50
apropos previous tweet i cant decide whether im more impressed by the disparity or by the sheer number of professors of philosophy, 🤔,1
i found a pretty one but the one i had in sweden was even prettier, 🤩,31
somethings missing, 🤔,1
thank you, 🙌,41
getting ready to go to my ungraded final or as angela called it quotpretendquot last meeting of the tuesdaythursday lunch crew today, 🤗,23
thats why you get the big bucks, 💰,85
you should come to canada your my idol, 🤩,31
despite going overbudget on attire for the symposium  i was excited to have my phone returned to me , 🤑,11
youd think hed grow tired of playing in the dirt  but he never does , 🤠,49
its really bad on thursday and friday so leave a bit earlier, 😔,7
another day of heading to the workplace to take money from the attractive clients , 💰,85
the betrayal of ms a in sharing my confidential information with triple z has left me with a lack of faith in her and i cannot tolerate her anymore , 😠,57
everybody seems to hate me when i say how i really feel oh well, 😔,7
enjoyed her late night throw back text conversation with an old oteam favorite, 🤗,23
i feel bad for your friends who were going to the nkotb shows that were cancelled, 😔,7
yeah i think im going to sue them for discriminating against us vegos everytime i see it i feel looked down upon and i cry, 😢,16
cant wait to see shannon, 😁,22
whenever we should plan soemthing for next week, 🤔,1
home for the nightt, 🏠,75
although im looking forward to my trip to miami tomorrow  part of me is wishing that it was atlanta instead , 🛫,95
rode a jeep home with my mentor heard his story being in up finearts pretty cool, 🤩,31
i know, 🤔,1
been lazy on the tweets lately, 🤦,35
im told its low odds that iphone os will be available at midnight source indicates midmorning tomorrow nerd bummer, 🤦,35
yo confieso que no se bailar, 🤷,64
time to put on some new attire after that delicious feast , 😖,13
hope you are feeling better, 🤗,23
did you really think i meant every word that i said i love breathe carolina, ❤️,33
this feeling sucks and i cant stop getting you out of my mind you always came back to my mind if everything goes wrong for me, 😔,7
my baby carmelo is sick i hope he makes it thru the nite until i can get to a vet in the morning, 😔,7
peeing a river ahh my best game of beer pong, 🍻,69
i just bought the sims  and i cant wait to start playing it , 🎮,82
derby this weekend should be sweet, 🤩,31
im going to turn in for the night, 💤,47
really want this new iphone httpbitlymfmoh but stuck with this blackberry httpbitlyuqbn for more months ugh, 🤦,35
haha welcome to the twitter family, 🤗,23
sun sun suuuuuuunn today at the beach was awesome eilish hannah grieg and jordan lavv yuu guys xxx, 🌞,26
we encountered rainfall last night  but were doing well now , 🌤,67
i think im sick my stomach hurts so bad im going to go to the doc on thursday and get blood work done ya, 🤒,19
another day and again i feel crappy this morning thats it im going to the doctors for antibiotics this evening, 😔,7
partying with friends and oldies hits , 🎶,37
reading breaking dawn to make this time g byrlando ina few hurs, 📖,76
while heading down to the lower level  i chirped a chipper good morning  to everyone  getting responses ranging from affable his to disdainful hello  what a loser comments , 😒,81
ty will check it out when i get homehave been following student tweeters but silent for awhile now, 🤔,1
doh didnt realize i wasnt following you sorry lameness on my part, 😳,56
power is back, 💪,45
im so sorry to hear that pinkers, 😔,7
at workkk miss you, 😢,16
gnight baby love you, ❤️,33
doobie mi primo is spending the night just lovely, 😊,25
has a tummy ache, 🤕,17
dnt tell them that im finna b famous one day smh at u not watchin out for me, 🤩,31
trusting the nz weather gods and headed out for a walk before sunrise no umbrella, ☀️,77
after securing my laptops hard drive onto the desktop  i thought about shifting the dvd player  but my pvm is functional for bootable usbs, 💻,78
got woken this morning just before the resolution of a dream has put me in something of a grump, 😤,18
on i its lightening amp dark looks like its gna storm scurry lol, 🌩,83
yay to family trips and gettogethers weeeee, 🤗,23
vnds atleast this is clear and easy to understand, 🤔,1
i got lucky by not having to take two exams on the same day  but six failed exams out of eight school days is still an unfortunate result , 😬,46
another day another boring con law lecture somebody please take me out of my misery lol, 😩,12
httptwitpiccomcugg my half packed bag ready for switzerland ahhh cant wait, 🤩,31
ha me either ilysoulm, 🤗,23
its on the list, 📝,90
thats great thanks for dinner and the ride home, 🤗,23
thanks john howre the torture sessions coming along p, 😊,25
watching some more tv and then going to bed to read some more of my book what fun also going to do some revision tomorrow actually, 📖,76
gonna go stuf doi lt my backgroundwut do you guys reckon bout purple chucksokcya guystwitterers luv amp, 🤔,1
youre superb  whats the latest in your world , 🤘,28
in my happy place  cleaning my house and jamming out to hillsongs this is our god dvd is my favorite way to spend the day , 🏠,75
getting ready for school only more week, 🤩,31
my internet conection doest function for maplestory and i really love that game i remember my character i want to play, 😭,8
i have just updated my blog with a new article , 📝,90
i was completely immersed in scrubs until my dad interrupted and asked me to watch something different , 😤,18
i have reluctantly cut back on the chocolate in order to lose a few pounds by summer note cut back not completely given up, 🤔,1
nope brian cox just left, 🤦,35
like what hasuhasuhasu, 😕,94
i woke up feeling ill today  even though i have several flights ahead of me, 😷,4
hanging out around the house today still not feeling well, 🤒,19
no i dont usually theres always a feature table even if its not the final table so i dont think so, 🤔,1
ive heard your music, 🎶,37
drinking my honeycinnamonchocolate syrup whipped cream coffee thanks god for starbucks aleluya, 🙌,41
